rec_id	drug	recommendation	variants	lookup_genes	component_count
7589034	clomipramine	Avoid clomipramine use; If clomipramine is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥4.0"", ""CYP2C19 Likely Intermediate Metabolizer""]"	CYP2C19|CYP2D6	2
7589035	clomipramine	Avoid clomipramine use; If clomipramine is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥3.75"", ""CYP2C19 Likely Intermediate Metabolizer""]"	CYP2C19|CYP2D6	2
7589036	clomipramine	Avoid clomipramine use; If clomipramine is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥5.0"", ""CYP2C19 Likely Intermediate Metabolizer""]"	CYP2C19|CYP2D6	2
7589037	clomipramine	Avoid clomipramine use; If clomipramine is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥6.0"", ""CYP2C19 Likely Intermediate Metabolizer""]"	CYP2C19|CYP2D6	2
7589038	clomipramine	Avoid clomipramine use; If clomipramine is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 2.5"", ""CYP2C19 Likely Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589039	clomipramine	Avoid clomipramine use; If clomipramine is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 3.0"", ""CYP2C19 Likely Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589040	clomipramine	Avoid clomipramine use; If clomipramine is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 2.75"", ""CYP2C19 Likely Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589041	clomipramine	Avoid clomipramine use; If clomipramine is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 4.0"", ""CYP2C19 Likely Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589042	clomipramine	Avoid clomipramine use; If clomipramine is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥3.0"", ""CYP2C19 Likely Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589043	clomipramine	Avoid clomipramine use; If clomipramine is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥3.25"", ""CYP2C19 Likely Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589044	clomipramine	Avoid clomipramine use; If clomipramine is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥3.5"", ""CYP2C19 Likely Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589045	clomipramine	Avoid clomipramine use; If clomipramine is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥4.0"", ""CYP2C19 Likely Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589046	clomipramine	Avoid clomipramine use; If clomipramine is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥3.75"", ""CYP2C19 Likely Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589047	clomipramine	Avoid clomipramine use; If clomipramine is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥5.0"", ""CYP2C19 Likely Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589048	clomipramine	Avoid clomipramine use; If clomipramine is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥6.0"", ""CYP2C19 Likely Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589049	clomipramine	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 2.5"", ""CYP2C19 No Result""]"	CYP2C19|CYP2D6	2
7589050	clomipramine	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 3.0"", ""CYP2C19 No Result""]"	CYP2C19|CYP2D6	2
7589051	clomipramine	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 2.75"", ""CYP2C19 No Result""]"	CYP2C19|CYP2D6	2
7589052	clomipramine	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 4.0"", ""CYP2C19 No Result""]"	CYP2C19|CYP2D6	2
7589053	clomipramine	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 ≥3.0"", ""CYP2C19 No Result""]"	CYP2C19|CYP2D6	2
7589054	clomipramine	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 ≥3.25"", ""CYP2C19 No Result""]"	CYP2C19|CYP2D6	2
7589974	sulfisoxazole	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	"[""G6PD Indeterminate""]"	G6PD	1
7589055	clomipramine	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 ≥3.5"", ""CYP2C19 No Result""]"	CYP2C19|CYP2D6	2
7589056	clomipramine	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 ≥4.0"", ""CYP2C19 No Result""]"	CYP2C19|CYP2D6	2
7589057	clomipramine	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 ≥3.75"", ""CYP2C19 No Result""]"	CYP2C19|CYP2D6	2
7589058	clomipramine	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 ≥5.0"", ""CYP2C19 No Result""]"	CYP2C19|CYP2D6	2
7589059	clomipramine	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 ≥6.0"", ""CYP2C19 No Result""]"	CYP2C19|CYP2D6	2
7589060	clomipramine	No recommendation	"[""CYP2D6 n/a"", ""CYP2C19 Intermediate Metabolizer""]"	CYP2C19|CYP2D6	2
7589061	clomipramine	No recommendation	"[""CYP2D6 n/a"", ""CYP2C19 Normal Metabolizer""]"	CYP2C19|CYP2D6	2
7589062	clomipramine	Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. For tertiary amines, consider a 50% reduction of the recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 n/a"", ""CYP2C19 Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589063	clomipramine	Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments.	"[""CYP2D6 n/a"", ""CYP2C19 Rapid Metabolizer""]"	CYP2C19|CYP2D6	2
7589083	clopidogrel	Avoid clopidogrel if possible. Use prasugrel or ticagrelor at standard dose if no contraindication.	"[""CYP2C19 Poor Metabolizer""]"	CYP2C19	1
7589064	clomipramine	Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments.	"[""CYP2D6 n/a"", ""CYP2C19 Ultrarapid Metabolizer""]"	CYP2C19|CYP2D6	2
7589065	clomipramine	No recommendation	"[""CYP2D6 n/a"", ""CYP2C19 Indeterminate""]"	CYP2C19|CYP2D6	2
7589066	clomipramine	No recommendation	"[""CYP2D6 n/a"", ""CYP2C19 Likely Intermediate Metabolizer""]"	CYP2C19|CYP2D6	2
7589067	clomipramine	Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. For tertiary amines, consider a 50% reduction of the recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 n/a"", ""CYP2C19 Likely Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589068	clomipramine	No recommendation	"[""CYP2D6 n/a"", ""CYP2C19 No Result""]"	CYP2C19|CYP2D6	2
7589069	clomipramine	Initiate therapy with recommended starting dose.	"[""CYP2D6 No Result"", ""CYP2C19 Intermediate Metabolizer""]"	CYP2C19|CYP2D6	2
7589070	clomipramine	Initiate therapy with recommended starting dose.	"[""CYP2D6 No Result"", ""CYP2C19 Normal Metabolizer""]"	CYP2C19|CYP2D6	2
7589071	clomipramine	Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. For tertiary amines, consider a 50% reduction of the recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 No Result"", ""CYP2C19 Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589072	clomipramine	Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments.	"[""CYP2D6 No Result"", ""CYP2C19 Rapid Metabolizer""]"	CYP2C19|CYP2D6	2
7589084	clopidogrel	No recommendation	"[""CYP2C19 Indeterminate""]"	CYP2C19	1
7589085	clopidogrel	No recommendation	"[""CYP2C19 Ultrarapid Metabolizer""]"	CYP2C19	1
7589073	clomipramine	Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments.	"[""CYP2D6 No Result"", ""CYP2C19 Ultrarapid Metabolizer""]"	CYP2C19|CYP2D6	2
7589074	clomipramine	No recommendation	"[""CYP2D6 No Result"", ""CYP2C19 Indeterminate""]"	CYP2C19|CYP2D6	2
7589075	clomipramine	Initiate therapy with recommended starting dose.	"[""CYP2D6 No Result"", ""CYP2C19 Likely Intermediate Metabolizer""]"	CYP2C19|CYP2D6	2
7589076	clomipramine	Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. For tertiary amines, consider a 50% reduction of the recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 No Result"", ""CYP2C19 Likely Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7589077	clopidogrel	If considering clopidogrel, use at standard dose (75 mg/day)	"[""CYP2C19 Ultrarapid Metabolizer""]"	CYP2C19	1
7589078	clopidogrel	If considering clopidogrel, use at standard dose (75 mg/day)	"[""CYP2C19 Rapid Metabolizer""]"	CYP2C19	1
7589079	clopidogrel	If considering clopidogrel, use at standard dose (75 mg/day)	"[""CYP2C19 Normal Metabolizer""]"	CYP2C19	1
7589080	clopidogrel	Avoid standard dose clopidogrel (75 mg) if possible. Use prasugrel or ticagrelor at standard dose if no contraindication.	"[""CYP2C19 Likely Intermediate Metabolizer""]"	CYP2C19	1
7589081	clopidogrel	Avoid standard dose (75 mg) clopidogrel if possible. Use prasugrel or ticagrelor at standard dose if no contraindication.	"[""CYP2C19 Intermediate Metabolizer""]"	CYP2C19	1
